chemical,protein,combined_score
CID000186004,ENSP00000356047,0.168
CID000440641,ENSP00000356047,0.913
CID000010267,ENSP00000356047,0.159
CID000003036,ENSP00000356047,0.169
CID000006013,ENSP00000356047,0.15
CID000000675,ENSP00000356047,0.167
CID000134970,ENSP00000356047,0.253
CID000079014,ENSP00000356047,0.202
CID000439645,ENSP00000356047,0.174
CID000000753,ENSP00000356047,0.421
CID000105024,ENSP00000356047,0.384
CID000443429,ENSP00000356047,0.156
CID000041322,ENSP00000356047,0.15
CID000005957,ENSP00000356155,0.9
CID000006022,ENSP00000356155,0.9
CID000000783,ENSP00000356155,0.9
CID000000991,ENSP00000356155,0.7
CID003001028,ENSP00000356155,0.15
CID000000784,ENSP00000356155,0.351
CID000041322,ENSP00000356155,0.15
CID000000961,ENSP00000356170,0.9
CID000005957,ENSP00000356170,0.9
CID000006022,ENSP00000356170,0.9
CID000001003,ENSP00000356170,0.9
CID000001023,ENSP00000356170,0.904
CID000000783,ENSP00000356170,0.9
CID005280453,ENSP00000356170,0.15
CID000000305,ENSP00000356170,0.258
CID000001131,ENSP00000356170,0.216
CID000000777,ENSP00000356170,0.206
CID000001137,ENSP00000356170,0.185
CID000000217,ENSP00000356170,0.186
CID000006623,ENSP00000356170,0.15
CID000005757,ENSP00000356170,0.15
CID000066414,ENSP00000356170,0.181
CID000006176,ENSP00000356170,0.9
CID000000588,ENSP00000356170,0.177
CID000015625,ENSP00000356170,0.15
CID000000753,ENSP00000356170,0.258
CID000000700,ENSP00000356170,0.9
CID000001015,ENSP00000356170,0.909
CID000123727,ENSP00000356170,0.931
CID000002336,ENSP00000356170,0.15
CID000000175,ENSP00000356218,0.153
CID000005892,ENSP00000356218,0.518
CID000001003,ENSP00000356218,0.158
CID000000222,ENSP00000356218,0.335
CID000005961,ENSP00000356218,0.173
CID000009750,ENSP00000356218,0.169
CID000000242,ENSP00000356218,0.165
CID000643975,ENSP00000356218,0.8
CID000005054,ENSP00000356218,0.159
CID000024529,ENSP00000356218,0.301
CID000000943,ENSP00000356218,0.3
CID000145068,ENSP00000356218,0.246
CID000000967,ENSP00000356218,0.171
CID000439216,ENSP00000356218,0.231
CID000493570,ENSP00000356218,0.153
CID005326566,ENSP00000356218,0.178
CID000000711,ENSP00000356218,0.185
CID000007470,ENSP00000356218,0.166
CID000000753,ENSP00000356218,0.295
CID000105024,ENSP00000356218,0.209
CID000010219,ENSP00000356218,0.151
CID000007237,ENSP00000356218,0.161
CID000002336,ENSP00000356218,0.15
CID053356704,ENSP00000356218,0.177
CID000041322,ENSP00000356218,0.15
CID000168934,ENSP00000356290,0.395
CID000000961,ENSP00000356290,0.906
CID000005957,ENSP00000356290,0.909
CID000005892,ENSP00000356290,0.341
CID000006022,ENSP00000356290,0.928
CID000001003,ENSP00000356290,0.906
CID000000783,ENSP00000356290,0.909
CID000005885,ENSP00000356290,0.465
CID000000750,ENSP00000356290,0.909
CID000000283,ENSP00000356290,0.924
CID000005951,ENSP00000356290,0.907
CID000000712,ENSP00000356290,0.21
CID000007339,ENSP00000356290,0.258
CID000000190,ENSP00000356290,0.22
CID000033032,ENSP00000356290,0.911
CID000091443,ENSP00000356290,0.981
CID000439175,ENSP00000356290,0.932
CID000000887,ENSP00000356290,0.195
CID005462234,ENSP00000356290,0.182
CID005462235,ENSP00000356290,0.192
CID000000908,ENSP00000356290,0.258
CID000160913,ENSP00000356290,0.199
CID000000673,ENSP00000356290,0.163
CID000439155,ENSP00000356290,0.181
CID000006137,ENSP00000356290,0.906
CID000091552,ENSP00000356290,0.904
CID000122347,ENSP00000356290,0.976
CID000098792,ENSP00000356290,0.193
CID009825434,ENSP00000356290,0.9
CID000439237,ENSP00000356290,0.968
CID000006037,ENSP00000356290,0.574
CID000010742,ENSP00000356290,0.181
CID000440936,ENSP00000356290,0.15
CID000005757,ENSP00000356290,0.15
CID000009700,ENSP00000356290,0.539
CID000065063,ENSP00000356290,0.164
CID000439476,ENSP00000356290,0.167
CID011052747,ENSP00000356290,0.18
CID000015625,ENSP00000356290,0.15
CID000016487,ENSP00000356290,0.154
CID015608168,ENSP00000356290,0.198
CID000000753,ENSP00000356290,0.384
CID000105024,ENSP00000356290,0.462
CID057339263,ENSP00000356290,0.159
CID000002336,ENSP00000356290,0.15
CID000001068,ENSP00000356290,0.9
CID000000155,ENSP00000356290,0.163
CID000442163,ENSP00000356290,0.9
CID000041322,ENSP00000356290,0.15
CID000017106,ENSP00000356404,0.202
CID000000980,ENSP00000356404,0.183
CID000000961,ENSP00000356436,0.906
CID000005957,ENSP00000356436,0.974
CID000000977,ENSP00000356436,0.91
CID000006022,ENSP00000356436,0.918
CID000000783,ENSP00000356436,0.9
CID000000283,ENSP00000356436,0.905
CID000167759,ENSP00000356436,0.15
CID000006830,ENSP00000356436,0.905
CID000006322,ENSP00000356436,0.73
CID000000305,ENSP00000356436,0.156
CID000002554,ENSP00000356436,0.15
CID002733525,ENSP00000356436,0.7
CID000005994,ENSP00000356436,0.193
CID000005754,ENSP00000356436,0.8
CID000015625,ENSP00000356436,0.7
CID000439285,ENSP00000356436,0.923
CID000151438,ENSP00000356436,0.155
CID000444899,ENSP00000356436,0.951
CID000445049,ENSP00000356436,0.235
CID005280360,ENSP00000356436,0.751
CID005280427,ENSP00000356436,0.177
CID005280492,ENSP00000356436,0.772
CID005280493,ENSP00000356436,0.234
CID005280733,ENSP00000356436,0.17
CID005280883,ENSP00000356436,0.911
CID005280890,ENSP00000356436,0.528
CID000003469,ENSP00000356436,0.172
CID000440729,ENSP00000356436,0.181
CID000161597,ENSP00000356436,0.15
CID000000611,ENSP00000356436,0.733
CID000002336,ENSP00000356436,0.15
CID000000784,ENSP00000356436,0.741
CID005280450,ENSP00000356436,0.911
CID005280934,ENSP00000356436,0.905
CID000000774,ENSP00000356436,0.209
CID000444795,ENSP00000356436,0.15
CID000004973,ENSP00000356436,0.9
CID000005793,ENSP00000356438,0.546
CID000000175,ENSP00000356438,0.417
CID000000177,ENSP00000356438,0.199
CID000000870,ENSP00000356438,0.15
CID000005988,ENSP00000356438,0.194
CID000000961,ENSP00000356438,0.934
CID000005957,ENSP00000356438,0.472
CID000000977,ENSP00000356438,0.994
CID000006022,ENSP00000356438,0.272
CID000001003,ENSP00000356438,0.394
CID000000783,ENSP00000356438,0.9
CID000023930,ENSP00000356438,0.219
CID000000280,ENSP00000356438,0.526
CID000000750,ENSP00000356438,0.345
CID000000712,ENSP00000356438,0.56
CID000000985,ENSP00000356438,0.971
CID000445639,ENSP00000356438,0.856
CID000003893,ENSP00000356438,0.8
CID000000180,ENSP00000356438,0.182
CID000005997,ENSP00000356438,0.904
CID005280453,ENSP00000356438,0.845
CID000006083,ENSP00000356438,0.303
CID000001117,ENSP00000356438,0.199
CID000005961,ENSP00000356438,0.373
CID000015993,ENSP00000356438,0.182
CID000000190,ENSP00000356438,0.818
CID000060961,ENSP00000356438,0.881
CID000006322,ENSP00000356438,0.393
CID000637542,ENSP00000356438,0.319
CID000014985,ENSP00000356438,0.725
CID000092729,ENSP00000356438,0.7
CID000001188,ENSP00000356438,0.386
CID000002519,ENSP00000356438,0.233
CID000174174,ENSP00000356438,0.246
CID000068841,ENSP00000356438,0.222
CID000000996,ENSP00000356438,0.359
CID000000289,ENSP00000356438,0.279
CID000000241,ENSP00000356438,0.227
CID000000370,ENSP00000356438,0.248
CID000007967,ENSP00000356438,0.225
CID000000702,ENSP00000356438,0.896
CID011020241,ENSP00000356438,0.329
CID000000887,ENSP00000356438,0.459
CID000003776,ENSP00000356438,0.18
CID000000297,ENSP00000356438,0.167
CID000221493,ENSP00000356438,0.81
CID000010133,ENSP00000356438,0.811
CID000009903,ENSP00000356438,0.8
CID000222528,ENSP00000356438,0.855
CID000031401,ENSP00000356438,0.814
CID000024316,ENSP00000356438,0.352
CID000000402,ENSP00000356438,0.827
CID000000338,ENSP00000356438,0.992
CID000006037,ENSP00000356438,0.166
CID000000143,ENSP00000356438,0.164
CID005280489,ENSP00000356438,0.199
CID000005054,ENSP00000356438,0.15
CID000006926,ENSP00000356438,0.154
CID000006623,ENSP00000356438,0.15
CID000006579,ENSP00000356438,0.828
CID000007847,ENSP00000356438,0.841
CID005288826,ENSP00000356438,0.35
CID005284371,ENSP00000356438,0.181
CID002733525,ENSP00000356438,0.949
CID000003385,ENSP00000356438,0.952
CID000060953,ENSP00000356438,0.283
CID000003035,ENSP00000356438,0.15
CID000003036,ENSP00000356438,0.15
CID000024529,ENSP00000356438,0.454
CID000000943,ENSP00000356438,0.364
CID000000713,ENSP00000356438,0.159
CID000145068,ENSP00000356438,0.967
CID000006128,ENSP00000356438,0.817
CID000005994,ENSP00000356438,0.903
CID000006013,ENSP00000356438,0.763
CID000005754,ENSP00000356438,0.914
CID000222786,ENSP00000356438,0.818
CID000005757,ENSP00000356438,0.941
CID000005839,ENSP00000356438,0.835
CID000005753,ENSP00000356438,0.758
CID003001028,ENSP00000356438,0.161
CID000066414,ENSP00000356438,0.8
CID005312529,ENSP00000356438,0.229
CID000005789,ENSP00000356438,0.18
CID000000588,ENSP00000356438,0.318
CID000000602,ENSP00000356438,0.159
CID000637511,ENSP00000356438,0.8
CID000445858,ENSP00000356438,0.248
CID000007095,ENSP00000356438,0.194
CID000015625,ENSP00000356438,0.251
CID000063090,ENSP00000356438,0.228
CID000047289,ENSP00000356438,0.947
CID000002907,ENSP00000356438,0.18
CID000439456,ENSP00000356438,0.284
CID000000264,ENSP00000356438,0.869
CID000000281,ENSP00000356438,0.874
CID000000679,ENSP00000356438,0.47
CID000000753,ENSP00000356438,0.899
CID000000187,ENSP00000356438,0.905
CID000444899,ENSP00000356438,0.999
CID000445049,ENSP00000356438,0.976
CID005280360,ENSP00000356438,0.997
CID005280363,ENSP00000356438,0.911
CID000448457,ENSP00000356438,0.955
CID005280383,ENSP00000356438,0.249
CID005280427,ENSP00000356438,0.993
CID005280492,ENSP00000356438,0.929
CID005280493,ENSP00000356438,0.544
CID005280497,ENSP00000356438,0.965
CID005280724,ENSP00000356438,0.644
CID005280733,ENSP00000356438,0.897
CID005280878,ENSP00000356438,0.922
CID005280879,ENSP00000356438,0.352
CID005280883,ENSP00000356438,0.995
CID005280884,ENSP00000356438,0.886
CID005280888,ENSP00000356438,0.355
CID005280890,ENSP00000356438,0.755
CID005280892,ENSP00000356438,0.379
CID005280893,ENSP00000356438,0.494
CID000446284,ENSP00000356438,0.986
CID000445580,ENSP00000356438,0.933
CID000006076,ENSP00000356438,0.848
CID000001175,ENSP00000356438,0.831
CID000000767,ENSP00000356438,0.422
CID000006047,ENSP00000356438,0.8
CID000439260,ENSP00000356438,0.389
CID000005815,ENSP00000356438,0.308
CID000000681,ENSP00000356438,0.828
CID000001089,ENSP00000356438,0.8
CID000000611,ENSP00000356438,0.265
CID000003314,ENSP00000356438,0.842
CID000853433,ENSP00000356438,0.222
CID005280343,ENSP00000356438,0.958
CID005280443,ENSP00000356438,0.856
CID005280445,ENSP00000356438,0.827
CID005280863,ENSP00000356438,0.263
CID000089594,ENSP00000356438,0.948
CID000001140,ENSP00000356438,0.15
CID000002336,ENSP00000356438,0.227
CID000006001,ENSP00000356438,0.258
CID000007501,ENSP00000356438,0.824
CID000010667,ENSP00000356438,0.15
CID000000784,ENSP00000356438,0.972
CID000119400,ENSP00000356438,0.214
CID005280914,ENSP00000356438,0.491
CID005280915,ENSP00000356438,0.319
CID005282263,ENSP00000356438,0.41
CID005311211,ENSP00000356438,0.904
CID005283157,ENSP00000356438,0.657
CID005283202,ENSP00000356438,0.262
CID005283204,ENSP00000356438,0.842
CID005283205,ENSP00000356438,0.266
CID005283155,ENSP00000356438,0.453
CID011954042,ENSP00000356438,0.224
CID011954043,ENSP00000356438,0.191
CID009548880,ENSP00000356438,0.209
CID005280450,ENSP00000356438,0.609
CID005280581,ENSP00000356438,0.867
CID005280720,ENSP00000356438,0.364
CID005280933,ENSP00000356438,0.617
CID006443013,ENSP00000356438,0.513
CID009548877,ENSP00000356438,0.204
CID025755601,ENSP00000356438,0.205
CID005280934,ENSP00000356438,0.91
CID006441679,ENSP00000356438,0.173
CID006430107,ENSP00000356438,0.236
CID016061034,ENSP00000356438,0.309
CID005280335,ENSP00000356438,0.169
CID000644260,ENSP00000356438,0.15
CID005283560,ENSP00000356438,0.15
CID000000774,ENSP00000356438,0.892
CID000000107,ENSP00000356438,0.222
CID000005202,ENSP00000356438,0.366
CID000000896,ENSP00000356438,0.829
CID000444795,ENSP00000356438,0.855
CID000449171,ENSP00000356438,0.264
CID000004973,ENSP00000356438,0.9
CID005281672,ENSP00000356438,0.818
CID005280442,ENSP00000356438,0.8
CID000002353,ENSP00000356438,0.831
CID000006581,ENSP00000356438,0.844
CID000025892,ENSP00000356438,0.7
CID000041322,ENSP00000356438,0.15
CID000060837,ENSP00000356438,0.843
CID000005957,ENSP00000356591,0.719
CID000445639,ENSP00000356591,0.299
CID000087642,ENSP00000356591,0.923
CID000005997,ENSP00000356591,0.988
CID000444679,ENSP00000356591,0.193
CID000222284,ENSP00000356591,0.166
CID000173183,ENSP00000356591,0.776
CID000439577,ENSP00000356591,0.739
CID071448924,ENSP00000356591,0.17
CID000000297,ENSP00000356591,0.206
CID000065094,ENSP00000356591,0.759
CID000000249,ENSP00000356591,0.157
CID005280500,ENSP00000356591,0.188
CID002733525,ENSP00000356591,0.8
CID000005994,ENSP00000356591,0.733
CID000015625,ENSP00000356591,0.15
CID000001014,ENSP00000356591,0.25
CID005280427,ENSP00000356591,0.158
CID000446284,ENSP00000356591,0.152
CID005281116,ENSP00000356591,0.298
CID005281120,ENSP00000356591,0.158
CID005282768,ENSP00000356591,0.167
CID005280343,ENSP00000356591,0.15
CID003082032,ENSP00000356591,0.917
CID005497111,ENSP00000356591,0.856
CID000007405,ENSP00000356591,0.161
CID000000961,ENSP00000356723,0.9
CID000000977,ENSP00000356723,0.922
CID000000783,ENSP00000356723,0.9
CID000005884,ENSP00000356723,0.926
CID000005885,ENSP00000356723,0.922
CID000000712,ENSP00000356723,0.905
CID005280453,ENSP00000356723,0.15
CID000004687,ENSP00000356723,0.168
CID000079437,ENSP00000356723,0.183
CID000034755,ENSP00000356723,0.9
CID000001146,ENSP00000356723,0.181
CID000439155,ENSP00000356723,0.9
CID000643975,ENSP00000356723,0.284
CID000006031,ENSP00000356723,0.9
CID002733525,ENSP00000356723,0.9
CID000006013,ENSP00000356723,0.194
CID000000397,ENSP00000356723,0.192
CID000001150,ENSP00000356723,0.219
CID005371769,ENSP00000356723,0.159
CID000683563,ENSP00000356723,0.338
CID000000753,ENSP00000356723,0.322
CID000105024,ENSP00000356723,0.284
CID000089594,ENSP00000356723,0.9
CID000017473,ENSP00000356723,0.9
CID000000784,ENSP00000356723,0.284
CID000000803,ENSP00000356723,0.22
CID000000800,ENSP00000356723,0.186
CID000005202,ENSP00000356723,0.152
CID000000801,ENSP00000356723,0.196
CID000000961,ENSP00000356729,0.9
CID000000977,ENSP00000356729,0.922
CID000000783,ENSP00000356729,0.9
CID000005884,ENSP00000356729,0.926
CID000005885,ENSP00000356729,0.922
CID000000712,ENSP00000356729,0.905
CID000000305,ENSP00000356729,0.161
CID000005429,ENSP00000356729,0.447
CID000004687,ENSP00000356729,0.2
CID000091611,ENSP00000356729,0.244
CID000079437,ENSP00000356729,0.183
CID000034755,ENSP00000356729,0.9
CID000001146,ENSP00000356729,0.969
CID000001145,ENSP00000356729,0.954
CID000439155,ENSP00000356729,0.9
CID000000402,ENSP00000356729,0.276
CID000643975,ENSP00000356729,0.926
CID000006031,ENSP00000356729,0.9
CID000104856,ENSP00000356729,0.155
CID000183009,ENSP00000356729,0.201
CID002733525,ENSP00000356729,0.911
CID000000397,ENSP00000356729,0.192
CID000001150,ENSP00000356729,0.219
CID005280385,ENSP00000356729,0.17
CID005371769,ENSP00000356729,0.159
CID000015625,ENSP00000356729,0.2
CID000683563,ENSP00000356729,0.331
CID000005610,ENSP00000356729,0.447
CID000000753,ENSP00000356729,0.322
CID000005815,ENSP00000356729,0.161
CID000105024,ENSP00000356729,0.284
CID000089594,ENSP00000356729,0.931
CID000017473,ENSP00000356729,0.9
CID000000784,ENSP00000356729,0.284
CID000000803,ENSP00000356729,0.22
CID000000800,ENSP00000356729,0.186
CID000005202,ENSP00000356729,0.152
CID000000801,ENSP00000356729,0.196
CID000092824,ENSP00000356785,0.15
CID000000961,ENSP00000356785,0.9
CID000005957,ENSP00000356785,0.92
CID000006022,ENSP00000356785,0.9
CID000001003,ENSP00000356785,0.913
CID000001023,ENSP00000356785,0.94
CID000000783,ENSP00000356785,0.9
CID000005884,ENSP00000356785,0.161
CID000000222,ENSP00000356785,0.9
CID000008977,ENSP00000356785,0.905
CID000006830,ENSP00000356785,0.92
CID000010214,ENSP00000356785,0.241
CID000005961,ENSP00000356785,0.9
CID000008583,ENSP00000356785,0.905
CID000006831,ENSP00000356785,0.905
CID000015993,ENSP00000356785,0.9
CID000188966,ENSP00000356785,0.9
CID000033032,ENSP00000356785,0.9
CID000024316,ENSP00000356785,0.272
CID000146302,ENSP00000356785,0.9
CID000038166,ENSP00000356785,0.191
CID000007420,ENSP00000356785,0.156
CID000006031,ENSP00000356785,0.924
CID000449459,ENSP00000356785,0.7
CID000018343,ENSP00000356785,0.7
CID000006176,ENSP00000356785,0.91
CID000006133,ENSP00000356785,0.906
CID000006030,ENSP00000356785,0.9
CID000006132,ENSP00000356785,0.923
CID000164628,ENSP00000356785,0.926
CID000009700,ENSP00000356785,0.907
CID000065063,ENSP00000356785,0.9
CID000065091,ENSP00000356785,0.9
CID000064968,ENSP00000356785,0.9
CID000065070,ENSP00000356785,0.914
CID000000679,ENSP00000356785,0.199
CID000000753,ENSP00000356785,0.241
CID000006076,ENSP00000356785,0.23
CID000065103,ENSP00000356785,0.921
CID000439220,ENSP00000356785,0.921
CID000145729,ENSP00000356785,0.909
CID000000533,ENSP00000356785,0.241
CID000105024,ENSP00000356785,0.241
CID000444485,ENSP00000356785,0.152
CID005280343,ENSP00000356785,0.15
CID000002336,ENSP00000356785,0.15
CID000006131,ENSP00000356785,0.9
CID000150855,ENSP00000356785,0.9
CID000444493,ENSP00000356825,0.18
CID000005793,ENSP00000356825,0.393
CID000000175,ENSP00000356825,0.455
CID000001005,ENSP00000356825,0.162
CID000006251,ENSP00000356825,0.18
CID000005780,ENSP00000356825,0.284
CID000005988,ENSP00000356825,0.876
CID000087916,ENSP00000356825,0.258
CID000439242,ENSP00000356825,0.19
CID000000961,ENSP00000356825,0.286
CID000005957,ENSP00000356825,0.944
CID000000977,ENSP00000356825,0.201
CID000001003,ENSP00000356825,0.347
CID000001023,ENSP00000356825,0.917
CID000001110,ENSP00000356825,0.182
CID000023930,ENSP00000356825,0.216
CID000000280,ENSP00000356825,0.349
CID000000750,ENSP00000356825,0.396
CID000000283,ENSP00000356825,0.18
CID000000712,ENSP00000356825,0.397
CID000445639,ENSP00000356825,0.213
CID000000180,ENSP00000356825,0.262
CID000005997,ENSP00000356825,0.206
CID000000222,ENSP00000356825,0.199
CID000006830,ENSP00000356825,0.926
CID000001117,ENSP00000356825,0.335
CID000005961,ENSP00000356825,0.323
CID000015993,ENSP00000356825,0.382
CID000000190,ENSP00000356825,0.321
CID000060961,ENSP00000356825,0.193
CID000006322,ENSP00000356825,0.282
CID000001102,ENSP00000356825,0.239
CID000001174,ENSP00000356825,0.392
CID000006274,ENSP00000356825,0.395
CID000000996,ENSP00000356825,0.399
CID000000289,ENSP00000356825,0.161
CID000000086,ENSP00000356825,0.183
CID000000702,ENSP00000356825,0.427
CID011020241,ENSP00000356825,0.262
CID000000887,ENSP00000356825,0.332
CID000003776,ENSP00000356825,0.237
CID000000174,ENSP00000356825,0.25
CID000000297,ENSP00000356825,0.181
CID000222528,ENSP00000356825,0.256
CID000024316,ENSP00000356825,0.918
CID000000402,ENSP00000356825,0.169
CID000000338,ENSP00000356825,0.159
CID000006037,ENSP00000356825,0.463
CID000001130,ENSP00000356825,0.23
CID000006579,ENSP00000356825,0.332
CID005288826,ENSP00000356825,0.9
CID000000713,ENSP00000356825,0.397
CID000145068,ENSP00000356825,0.174
CID000247304,ENSP00000356825,0.381
CID000001135,ENSP00000356825,0.224
CID000005789,ENSP00000356825,0.199
CID000000967,ENSP00000356825,0.18
CID000006029,ENSP00000356825,0.199
CID000009700,ENSP00000356825,0.161
CID000000597,ENSP00000356825,0.253
CID000000764,ENSP00000356825,0.199
CID000006306,ENSP00000356825,0.192
CID000005962,ENSP00000356825,0.27
CID000000602,ENSP00000356825,0.284
CID003081544,ENSP00000356825,0.194
CID000008378,ENSP00000356825,0.393
CID000006032,ENSP00000356825,0.53
CID000123865,ENSP00000356825,0.252
CID000000679,ENSP00000356825,0.269
CID000000753,ENSP00000356825,0.525
CID000006076,ENSP00000356825,0.925
CID000006802,ENSP00000356825,0.181
CID000000767,ENSP00000356825,0.849
CID000439260,ENSP00000356825,0.151
CID000105024,ENSP00000356825,0.173
CID000000611,ENSP00000356825,0.182
CID000002336,ENSP00000356825,0.15
CID000439195,ENSP00000356825,0.18
CID000018950,ENSP00000356825,0.17
CID000000784,ENSP00000356825,0.831
CID000108012,ENSP00000356825,0.26
CID000440237,ENSP00000356825,0.18
CID000000801,ENSP00000356825,0.18
