chemical,protein,combined_score
CID011966125,ENSP00000205402,0.186
CID000444212,ENSP00000205402,0.162
CID000445580,ENSP00000205402,0.161
CID000000767,ENSP00000205402,0.924
CID000000997,ENSP00000205402,0.161
CID000105024,ENSP00000205402,0.318
CID000006597,ENSP00000205402,0.401
CID000000175,ENSP00000207870,0.193
CID000000668,ENSP00000207870,0.185
CID000439231,ENSP00000207870,0.219
CID000025310,ENSP00000207870,0.834
CID000017106,ENSP00000207870,0.193
CID000005957,ENSP00000207870,0.936
CID000000977,ENSP00000207870,0.21
CID000006022,ENSP00000207870,0.942
CID000000783,ENSP00000207870,0.9
CID000005885,ENSP00000207870,0.17
CID000000867,ENSP00000207870,0.341
CID000000222,ENSP00000207870,0.29
CID000001117,ENSP00000207870,0.204
CID000000190,ENSP00000207870,0.15
CID005280366,ENSP00000207870,0.257
CID000000289,ENSP00000207870,0.17
CID000000242,ENSP00000207870,0.191
CID005280361,ENSP00000207870,0.152
CID000000702,ENSP00000207870,0.224
CID000439583,ENSP00000207870,0.198
CID000001030,ENSP00000207870,0.166
CID000000297,ENSP00000207870,0.185
CID000439155,ENSP00000207870,0.175
CID000440041,ENSP00000207870,0.225
CID000439184,ENSP00000207870,0.212
CID000443201,ENSP00000207870,0.445
CID000193577,ENSP00000207870,0.155
CID000000756,ENSP00000207870,0.193
CID000006912,ENSP00000207870,0.25
CID000007470,ENSP00000207870,0.255
CID000000340,ENSP00000207870,0.182
CID000007809,ENSP00000207870,0.18
CID000011505,ENSP00000207870,0.164
CID000439190,ENSP00000207870,0.931
CID000091493,ENSP00000207870,0.202
CID000000753,ENSP00000207870,0.454
CID000105024,ENSP00000207870,0.379
CID000001090,ENSP00000207870,0.197
CID000007929,ENSP00000207870,0.328
CID000012105,ENSP00000207870,0.199
CID000007418,ENSP00000207870,0.328
CID000011476,ENSP00000207870,0.32
CID000000240,ENSP00000207870,0.194
CID000000244,ENSP00000207870,0.269
CID000001140,ENSP00000207870,0.18
CID000135191,ENSP00000207870,0.32
CID000439195,ENSP00000207870,0.151
CID000439204,ENSP00000207870,0.935
CID000439205,ENSP00000207870,0.207
CID000439240,ENSP00000207870,0.151
CID005460056,ENSP00000207870,0.256
CID000439245,ENSP00000207870,0.199
CID000439273,ENSP00000207870,0.152
CID000000604,ENSP00000207870,0.217
CID000439399,ENSP00000207870,0.181
CID000439508,ENSP00000207870,0.161
CID000094154,ENSP00000207870,0.18
CID000439692,ENSP00000207870,0.321
CID006971042,ENSP00000207870,0.18
CID000000177,ENSP00000209668,0.974
CID000005988,ENSP00000209668,0.171
CID000005892,ENSP00000209668,0.989
CID000439153,ENSP00000209668,0.966
CID000000783,ENSP00000209668,0.9
CID000000712,ENSP00000209668,0.152
CID000637566,ENSP00000209668,0.158
CID000643820,ENSP00000209668,0.201
CID000446220,ENSP00000209668,0.161
CID000013017,ENSP00000209668,0.887
CID021350391,ENSP00000209668,0.9
CID000000702,ENSP00000209668,0.993
CID000000887,ENSP00000209668,0.718
CID000003776,ENSP00000209668,0.723
CID000000174,ENSP00000209668,0.7
CID000221493,ENSP00000209668,0.933
CID000024316,ENSP00000209668,0.172
CID000000998,ENSP00000209668,0.216
CID005280489,ENSP00000209668,0.219
CID000005870,ENSP00000209668,0.161
CID000006013,ENSP00000209668,0.602
CID000005757,ENSP00000209668,0.15
CID000006325,ENSP00000209668,0.153
CID000006306,ENSP00000209668,0.235
CID001549095,ENSP00000209668,0.159
CID005280507,ENSP00000209668,0.179
CID005280535,ENSP00000209668,0.179
CID000015625,ENSP00000209668,0.15
CID000107744,ENSP00000209668,0.9
CID000000679,ENSP00000209668,0.707
CID000445794,ENSP00000209668,0.679
CID000000681,ENSP00000209668,0.159
CID000091528,ENSP00000209668,0.912
CID000151725,ENSP00000209668,0.908
CID000089594,ENSP00000209668,0.161
CID000002707,ENSP00000209668,0.9
CID000006054,ENSP00000209668,0.157
CID000000800,ENSP00000209668,0.245
CID000638015,ENSP00000209668,0.931
CID000445354,ENSP00000209668,0.913
CID000444795,ENSP00000209668,0.181
CID000024405,ENSP00000209668,0.151
CID000008259,ENSP00000209668,0.9
CID000000961,ENSP00000209929,0.9
CID000000977,ENSP00000209929,0.922
CID000000783,ENSP00000209929,0.9
CID000005884,ENSP00000209929,0.926
CID000005885,ENSP00000209929,0.923
CID000000712,ENSP00000209929,0.905
CID000005429,ENSP00000209929,0.152
CID000004687,ENSP00000209929,0.184
CID000079437,ENSP00000209929,0.2
CID000034755,ENSP00000209929,0.9
CID000001146,ENSP00000209929,0.182
CID000439155,ENSP00000209929,0.9
CID011954011,ENSP00000209929,0.156
CID000643975,ENSP00000209929,0.926
CID000006031,ENSP00000209929,0.9
CID000010198,ENSP00000209929,0.16
CID002733525,ENSP00000209929,0.9
CID000006175,ENSP00000209929,0.25
CID000000397,ENSP00000209929,0.192
CID000001150,ENSP00000209929,0.219
CID005371769,ENSP00000209929,0.159
CID000683563,ENSP00000209929,0.331
CID000000753,ENSP00000209929,0.322
CID000001175,ENSP00000209929,0.199
CID000105024,ENSP00000209929,0.284
CID000443628,ENSP00000209929,0.157
CID000089594,ENSP00000209929,0.907
CID000017473,ENSP00000209929,0.9
CID000000784,ENSP00000209929,0.284
CID000000803,ENSP00000209929,0.22
CID000000800,ENSP00000209929,0.186
CID000005202,ENSP00000209929,0.152
CID000000801,ENSP00000209929,0.196
CID000001005,ENSP00000210444,0.945
CID000092824,ENSP00000210444,0.42
CID000000961,ENSP00000210444,0.9
CID000005957,ENSP00000210444,0.9
CID000006022,ENSP00000210444,0.9
CID000001003,ENSP00000210444,0.92
CID000000783,ENSP00000210444,0.9
CID000023930,ENSP00000210444,0.42
CID000448209,ENSP00000210444,0.207
CID000439197,ENSP00000210444,0.916
CID000440996,ENSP00000210444,0.165
CID000439281,ENSP00000210444,0.921
CID000001131,ENSP00000210444,0.154
CID002733525,ENSP00000210444,0.15
CID000222656,ENSP00000210444,0.42
CID011426583,ENSP00000210444,0.981
CID000440962,ENSP00000210444,0.9
CID000006329,ENSP00000210444,0.163
CID000105024,ENSP00000210444,0.464
CID000444795,ENSP00000210444,0.15
CID000005793,ENSP00000211122,0.281
CID000000175,ENSP00000211122,0.847
CID000005988,ENSP00000211122,0.279
CID000000961,ENSP00000211122,0.922
CID000005957,ENSP00000211122,0.399
CID000000977,ENSP00000211122,0.392
CID000001003,ENSP00000211122,0.332
CID000000783,ENSP00000211122,0.913
CID000005885,ENSP00000211122,0.161
CID000000280,ENSP00000211122,0.336
CID000000750,ENSP00000211122,0.282
CID000000283,ENSP00000211122,0.36
CID000000712,ENSP00000211122,0.323
CID000000180,ENSP00000211122,0.208
CID000005997,ENSP00000211122,0.198
CID000000222,ENSP00000211122,0.189
CID000006830,ENSP00000211122,0.334
CID000010214,ENSP00000211122,0.152
CID000001117,ENSP00000211122,0.194
CID000005961,ENSP00000211122,0.321
CID000015993,ENSP00000211122,0.161
CID000060961,ENSP00000211122,0.159
CID000033032,ENSP00000211122,0.909
CID000006322,ENSP00000211122,0.199
CID000006274,ENSP00000211122,0.199
CID000001678,ENSP00000211122,0.159
CID000014985,ENSP00000211122,0.818
CID005280352,ENSP00000211122,0.299
CID000001188,ENSP00000211122,0.182
CID000000996,ENSP00000211122,0.252
CID000000289,ENSP00000211122,0.257
CID000000241,ENSP00000211122,0.18
CID000006115,ENSP00000211122,0.257
CID000004650,ENSP00000211122,0.188
CID000000378,ENSP00000211122,0.181
CID000000702,ENSP00000211122,0.862
CID011020241,ENSP00000211122,0.199
CID000000887,ENSP00000211122,0.325
CID000003776,ENSP00000211122,0.538
CID000222528,ENSP00000211122,0.321
CID000000247,ENSP00000211122,0.161
CID000124886,ENSP00000211122,0.989
CID000000402,ENSP00000211122,0.199
CID005280489,ENSP00000211122,0.199
CID000006579,ENSP00000211122,0.232
CID000007847,ENSP00000211122,0.828
CID002733525,ENSP00000211122,0.163
CID000003385,ENSP00000211122,0.18
CID000003036,ENSP00000211122,0.82
CID000024529,ENSP00000211122,0.162
CID000145068,ENSP00000211122,0.251
CID000006128,ENSP00000211122,0.969
CID000005994,ENSP00000211122,0.73
CID000006013,ENSP00000211122,0.181
CID000005757,ENSP00000211122,0.192
CID000005789,ENSP00000211122,0.201
CID000000764,ENSP00000211122,0.239
CID000006306,ENSP00000211122,0.164
CID000005962,ENSP00000211122,0.207
CID000000588,ENSP00000211122,0.182
CID000000602,ENSP00000211122,0.336
CID000008378,ENSP00000211122,0.18
CID000123865,ENSP00000211122,0.161
CID000007095,ENSP00000211122,0.182
CID000015625,ENSP00000211122,0.199
CID000011087,ENSP00000211122,0.15
CID000105131,ENSP00000211122,0.9
CID000107744,ENSP00000211122,0.9
CID000002907,ENSP00000211122,0.181
CID000000264,ENSP00000211122,0.8
CID000000679,ENSP00000211122,0.321
CID000000753,ENSP00000211122,0.395
CID000444899,ENSP00000211122,0.181
CID000445049,ENSP00000211122,0.209
CID005280493,ENSP00000211122,0.182
CID000006076,ENSP00000211122,0.161
CID000006802,ENSP00000211122,0.169
CID000105024,ENSP00000211122,0.256
CID000000611,ENSP00000211122,0.198
CID005280343,ENSP00000211122,0.182
CID000089594,ENSP00000211122,0.2
CID000002336,ENSP00000211122,0.862
CID000006001,ENSP00000211122,0.251
CID000007839,ENSP00000211122,0.914
CID000155957,ENSP00000211122,0.9
CID000000784,ENSP00000211122,0.332
CID000000896,ENSP00000211122,0.186
CID000444795,ENSP00000211122,0.181
CID005281877,ENSP00000211122,0.182
CID000006344,ENSP00000211122,0.264
CID000006354,ENSP00000211122,0.24
CID000006575,ENSP00000211122,0.909
CID000006597,ENSP00000211122,0.183
CID000006421,ENSP00000211122,0.239
CID011094749,ENSP00000211122,0.9
CID011954051,ENSP00000211122,0.9
CID011954053,ENSP00000211122,0.9
CID000108121,ENSP00000211122,0.9
CID003036760,ENSP00000211122,0.9
CID000037786,ENSP00000211122,0.915
CID000025892,ENSP00000211122,0.909
CID000041322,ENSP00000211122,0.9
CID011954069,ENSP00000211122,0.9
CID000119521,ENSP00000211122,0.9
CID000006576,ENSP00000211122,0.9
CID000006577,ENSP00000211122,0.9
CID011954073,ENSP00000211122,0.9
CID000000783,ENSP00000215567,0.9
CID000005884,ENSP00000215567,0.9
CID000005885,ENSP00000215567,0.9
CID000000283,ENSP00000215567,0.353
CID000000985,ENSP00000215567,0.212
CID000000867,ENSP00000215567,0.255
CID000005281,ENSP00000215567,0.154
CID000092753,ENSP00000215567,0.177
CID000008215,ENSP00000215567,0.165
CID071448924,ENSP00000215567,0.178
CID000445070,ENSP00000215567,0.521
CID000000241,ENSP00000215567,0.15
CID000000370,ENSP00000215567,0.18
CID000003776,ENSP00000215567,0.177
CID000115254,ENSP00000215567,0.287
CID005281116,ENSP00000215567,0.154
CID000011197,ENSP00000215567,0.198
CID000010467,ENSP00000215567,0.239
CID000019212,ENSP00000215567,0.315
CID005459910,ENSP00000215567,0.199
CID000003767,ENSP00000215567,0.208
CID003082032,ENSP00000215567,0.299
CID005280335,ENSP00000215567,0.177
CID000091486,ENSP00000215567,0.154
CID000122121,ENSP00000215567,0.214
CID000094140,ENSP00000215567,0.95
CID005459823,ENSP00000215567,0.162
CID000041322,ENSP00000215567,0.15
CID000444795,ENSP00000215862,0.15
CID000000961,ENSP00000215885,0.9
CID000000783,ENSP00000215885,0.9
CID000000283,ENSP00000215885,0.9
CID000005757,ENSP00000215885,0.15
CID000444899,ENSP00000215885,0.941
CID005280360,ENSP00000215885,0.181
CID005280450,ENSP00000215885,0.908
CID005280934,ENSP00000215885,0.904
CID000005793,ENSP00000215904,0.163
CID000001003,ENSP00000215904,0.271
CID000002969,ENSP00000215904,0.18
CID005280453,ENSP00000215904,0.198
CID000000311,ENSP00000215904,0.242
CID000000378,ENSP00000215904,0.403
CID000000702,ENSP00000215904,0.157
CID000001051,ENSP00000215904,0.99
CID000001050,ENSP00000215904,0.941
CID000001054,ENSP00000215904,0.931
CID000001052,ENSP00000215904,0.967
CID000001055,ENSP00000215904,0.912
CID000001053,ENSP00000215904,0.924
CID000006723,ENSP00000215904,0.755
CID000439162,ENSP00000215904,0.308
CID000351795,ENSP00000215904,0.161
CID000105024,ENSP00000215904,0.9
CID000439245,ENSP00000215904,0.173
CID000439255,ENSP00000215904,0.162
CID000000892,ENSP00000216075,0.932
CID011727586,ENSP00000216075,0.199
CID000000961,ENSP00000216075,0.983
CID000000977,ENSP00000216075,0.907
CID000000783,ENSP00000216075,0.9
CID000000283,ENSP00000216075,0.844
CID000005862,ENSP00000216075,0.9
CID000018396,ENSP00000216075,0.199
CID011020241,ENSP00000216075,0.167
CID006857365,ENSP00000216075,0.399
CID005460407,ENSP00000216075,0.199
CID000439583,ENSP00000216075,0.332
CID000439695,ENSP00000216075,0.33
CID000440667,ENSP00000216075,0.162
CID010130220,ENSP00000216075,0.399
CID023724606,ENSP00000216075,0.525
CID023724607,ENSP00000216075,0.32
CID023724459,ENSP00000216075,0.167
CID000000880,ENSP00000216075,0.8
CID000008629,ENSP00000216075,0.199
CID000440194,ENSP00000216075,0.167
CID000105024,ENSP00000216075,0.9
CID000017473,ENSP00000216075,0.164
CID000094715,ENSP00000216075,0.924
CID000439215,ENSP00000216075,0.328
CID000439343,ENSP00000216075,0.237
CID000439432,ENSP00000216075,0.199
CID000089954,ENSP00000216075,0.164
CID000023925,ENSP00000216075,0.909
CID000005793,ENSP00000216117,0.777
CID000005988,ENSP00000216117,0.431
CID000000961,ENSP00000216117,0.917
CID000005957,ENSP00000216117,0.233
CID000439153,ENSP00000216117,0.818
CID000000977,ENSP00000216117,0.969
CID000001003,ENSP00000216117,0.258
CID000000783,ENSP00000216117,0.979
CID000005884,ENSP00000216117,0.9
CID000005885,ENSP00000216117,0.914
CID000023930,ENSP00000216117,0.268
CID000000280,ENSP00000216117,0.258
CID000000283,ENSP00000216117,0.967
CID000000712,ENSP00000216117,0.244
CID000005997,ENSP00000216117,0.199
CID005280453,ENSP00000216117,0.15
CID000000222,ENSP00000216117,0.15
CID000005961,ENSP00000216117,0.183
CID000001176,ENSP00000216117,0.199
CID000060961,ENSP00000216117,0.827
CID000006322,ENSP00000216117,0.183
CID000000058,ENSP00000216117,0.161
CID000000137,ENSP00000216117,0.182
CID000006613,ENSP00000216117,0.15
CID000014985,ENSP00000216117,0.815
CID005280352,ENSP00000216117,0.992
CID005280353,ENSP00000216117,0.993
CID000004971,ENSP00000216117,0.876
CID000439833,ENSP00000216117,0.172
CID000440035,ENSP00000216117,0.248
CID000638011,ENSP00000216117,0.15
CID000001188,ENSP00000216117,0.199
CID000000996,ENSP00000216117,0.846
CID000000289,ENSP00000216117,0.819
CID000000242,ENSP00000216117,0.15
CID000000785,ENSP00000216117,0.15
CID000000241,ENSP00000216117,0.193
CID000004650,ENSP00000216117,0.15
CID000001183,ENSP00000216117,0.15
CID000005800,ENSP00000216117,0.15
CID000000702,ENSP00000216117,0.306
CID011020241,ENSP00000216117,0.284
CID000007427,ENSP00000216117,0.9
CID000000887,ENSP00000216117,0.181
CID000003776,ENSP00000216117,0.207
CID000222528,ENSP00000216117,0.729
CID000024316,ENSP00000216117,0.256
CID000006137,ENSP00000216117,0.8
CID000000402,ENSP00000216117,0.832
CID000000338,ENSP00000216117,0.81
CID000637540,ENSP00000216117,0.818
CID005280489,ENSP00000216117,0.163
CID000006623,ENSP00000216117,0.15
CID000007855,ENSP00000216117,0.15
CID000007847,ENSP00000216117,0.848
CID002733525,ENSP00000216117,0.15
CID000440936,ENSP00000216117,0.185
CID000024529,ENSP00000216117,0.258
CID000000943,ENSP00000216117,0.199
CID000145068,ENSP00000216117,0.972
CID000000947,ENSP00000216117,0.155
CID000005994,ENSP00000216117,0.196
CID000006013,ENSP00000216117,0.15
CID000005757,ENSP00000216117,0.837
CID000000588,ENSP00000216117,0.181
CID000000768,ENSP00000216117,0.857
CID000000602,ENSP00000216117,0.169
CID000000937,ENSP00000216117,0.8
CID000444266,ENSP00000216117,0.8
CID000637511,ENSP00000216117,0.15
CID000015625,ENSP00000216117,0.234
CID000047289,ENSP00000216117,0.15
CID000002907,ENSP00000216117,0.15
CID000000281,ENSP00000216117,0.999
CID000000679,ENSP00000216117,0.856
CID000000753,ENSP00000216117,0.901
CID000439285,ENSP00000216117,0.269
CID000000187,ENSP00000216117,0.163
CID000444899,ENSP00000216117,0.298
CID005280360,ENSP00000216117,0.201
CID005280427,ENSP00000216117,0.181
CID005280884,ENSP00000216117,0.239
CID000446284,ENSP00000216117,0.15
CID000006076,ENSP00000216117,0.815
CID000105024,ENSP00000216117,0.844
CID000000611,ENSP00000216117,0.195
CID000000038,ENSP00000216117,0.189
CID005280865,ENSP00000216117,0.159
CID000003314,ENSP00000216117,0.15
CID000853433,ENSP00000216117,0.15
CID005280343,ENSP00000216117,0.852
CID005280443,ENSP00000216117,0.813
CID005280445,ENSP00000216117,0.813
CID005280863,ENSP00000216117,0.811
CID000089594,ENSP00000216117,0.816
CID000007237,ENSP00000216117,0.15
CID000001140,ENSP00000216117,0.15
CID000002336,ENSP00000216117,0.205
CID000010667,ENSP00000216117,0.15
CID000000784,ENSP00000216117,0.886
CID005282263,ENSP00000216117,0.18
CID005311211,ENSP00000216117,0.866
CID005280933,ENSP00000216117,0.15
CID005280934,ENSP00000216117,0.15
CID000000774,ENSP00000216117,0.192
CID000011363,ENSP00000216117,0.15
CID000000801,ENSP00000216117,0.188
CID000000896,ENSP00000216117,0.153
CID000444795,ENSP00000216117,0.203
CID000004973,ENSP00000216117,0.923
CID005281957,ENSP00000216117,0.263
CID000023925,ENSP00000216117,0.988
CID005281672,ENSP00000216117,0.15
CID000002353,ENSP00000216117,0.8
CID000072301,ENSP00000216117,0.15
CID000006344,ENSP00000216117,0.201
CID000006575,ENSP00000216117,0.15
CID000007500,ENSP00000216117,0.15
CID000041322,ENSP00000216117,0.15
CID000005793,ENSP00000216180,0.181
CID000000961,ENSP00000216180,0.9
CID000000783,ENSP00000216180,0.9
CID000000283,ENSP00000216180,0.9
CID000445639,ENSP00000216180,0.159
CID000087642,ENSP00000216180,0.9
CID000005997,ENSP00000216180,0.169
CID000000702,ENSP00000216180,0.161
CID000005757,ENSP00000216180,0.15
CID000000602,ENSP00000216180,0.28
CID046173948,ENSP00000216180,0.164
CID000015625,ENSP00000216180,0.15
CID000000753,ENSP00000216180,0.908
CID000005920,ENSP00000216180,0.809
CID005280343,ENSP00000216180,0.15
CID000002336,ENSP00000216180,0.15
CID003082032,ENSP00000216180,0.9
CID000444493,ENSP00000216254,0.931
CID000005793,ENSP00000216254,0.33
CID000000175,ENSP00000216254,0.279
CID000000970,ENSP00000216254,0.938
CID000001132,ENSP00000216254,0.18
CID000001005,ENSP00000216254,0.239
CID000006251,ENSP00000216254,0.18
CID000005988,ENSP00000216254,0.201
CID000439620,ENSP00000216254,0.192
CID011966145,ENSP00000216254,0.158
CID009543037,ENSP00000216254,0.171
CID000000961,ENSP00000216254,0.989
CID000005957,ENSP00000216254,0.38
CID000005892,ENSP00000216254,0.916
CID000439153,ENSP00000216254,0.914
CID000000977,ENSP00000216254,0.517
CID000006022,ENSP00000216254,0.9
CID000001003,ENSP00000216254,0.262
CID000001110,ENSP00000216254,0.671
CID000000783,ENSP00000216254,0.91
CID000444972,ENSP00000216254,0.349
CID005280344,ENSP00000216254,0.233
CID005280346,ENSP00000216254,0.269
CID000005884,ENSP00000216254,0.905
CID000005885,ENSP00000216254,0.935
CID000023930,ENSP00000216254,0.923
CID000000280,ENSP00000216254,0.923
CID000000750,ENSP00000216254,0.18
CID000000760,ENSP00000216254,0.283
CID000000283,ENSP00000216254,0.182
CID000000867,ENSP00000216254,0.205
CID000092753,ENSP00000216254,0.18
CID000087642,ENSP00000216254,0.917
CID000000222,ENSP00000216254,0.235
CID000001117,ENSP00000216254,0.165
CID000005961,ENSP00000216254,0.182
CID000000190,ENSP00000216254,0.162
CID000033032,ENSP00000216254,0.161
CID000000051,ENSP00000216254,0.95
CID000006322,ENSP00000216254,0.199
CID000000311,ENSP00000216254,0.989
CID000000586,ENSP00000216254,0.161
CID000000137,ENSP00000216254,0.368
CID000006274,ENSP00000216254,0.18
CID000014985,ENSP00000216254,0.15
CID000004971,ENSP00000216254,0.267
CID000440035,ENSP00000216254,0.153
CID000001188,ENSP00000216254,0.199
CID000000702,ENSP00000216254,0.199
CID011020241,ENSP00000216254,0.192
CID000001032,ENSP00000216254,0.159
CID000000402,ENSP00000216254,0.608
CID000010010,ENSP00000216254,0.161
CID000007420,ENSP00000216254,0.17
CID000001051,ENSP00000216254,0.228
CID000001130,ENSP00000216254,0.163
CID000031242,ENSP00000216254,0.239
CID000010267,ENSP00000216254,0.18
CID000222656,ENSP00000216254,0.237
CID000001198,ENSP00000216254,0.959
CID000643757,ENSP00000216254,0.951
CID000000972,ENSP00000216254,0.169
CID000439459,ENSP00000216254,0.169
CID000439681,ENSP00000216254,0.264
CID003080625,ENSP00000216254,0.199
CID005459784,ENSP00000216254,0.885
CID000440863,ENSP00000216254,0.18
CID000024529,ENSP00000216254,0.239
CID000000787,ENSP00000216254,0.161
CID000000943,ENSP00000216254,0.258
CID000145068,ENSP00000216254,0.32
CID000005757,ENSP00000216254,0.7
CID000165390,ENSP00000216254,0.261
CID000000768,ENSP00000216254,0.182
CID000000602,ENSP00000216254,0.17
CID000001054,ENSP00000216254,0.21
CID000002758,ENSP00000216254,0.157
